date,revenue,purchases,total_views,unique_streams,unique_invoices
1565136000000000000,109.13000000000001,14,62,,
0,0.0,0,0,0.0,0.0
0,0.0,0,0,0.0,0.0
0,0.0,0,0,0.0,0.0
1565481600000000000,4.95,1,0,,
0,0.0,0,0,0.0,0.0
0,0.0,0,0,0.0,0.0
0,0.0,0,0,0.0,0.0
0,0.0,0,0,0.0,0.0
1565913600000000000,121.19000000000004,34,265,,
0,0.0,0,0,0.0,0.0
0,0.0,0,0,0.0,0.0
0,0.0,0,0,0.0,0.0
1566259200000000000,8.3,4,9,,
0,0.0,0,0,0.0,0.0
0,0.0,0,0,0.0,0.0
0,0.0,0,0,0.0,0.0
0,0.0,0,0,0.0,0.0
0,0.0,0,0,0.0,0.0
0,0.0,0,0,0.0,0.0
0,0.0,0,0,0.0,0.0
0,0.0,0,0,0.0,0.0
0,0.0,0,0,0.0,0.0
0,0.0,0,0,0.0,0.0
0,0.0,0,0,0.0,0.0
0,0.0,0,0,0.0,0.0
0,0.0,0,0,0.0,0.0
1567468800000000000,40.0,1,5,,
0,0.0,0,0,0.0,0.0
0,0.0,0,0,0.0,0.0
0,0.0,0,0,0.0,0.0
0,0.0,0,0,0.0,0.0
0,0.0,0,0,0.0,0.0
0,0.0,0,0,0.0,0.0
0,0.0,0,0,0.0,0.0
1568160000000000000,100.26000000000006,34,299,,
1568246400000000000,40.0,1,4,,
0,0.0,0,0,0.0,0.0
0,0.0,0,0,0.0,0.0
0,0.0,0,0,0.0,0.0
0,0.0,0,0,0.0,0.0
0,0.0,0,0,0.0,0.0
1568764800000000000,26.949999999999996,8,19,,
1568851200000000000,147.16000000000003,44,467,,
0,0.0,0,0,0.0,0.0
0,0.0,0,0,0.0,0.0
0,0.0,0,0,0.0,0.0
0,0.0,0,0,0.0,0.0
0,0.0,0,0,0.0,0.0
1569369600000000000,228.69999999999987,92,914,,
1569456000000000000,90.54,19,143,,
0,0.0,0,0,0.0,0.0
0,0.0,0,0,0.0,0.0
0,0.0,0,0,0.0,0.0
1569801600000000000,10.850000000000001,3,7,,
0,0.0,0,0,0.0,0.0
1569974400000000000,278.68999999999994,100,909,,
0,0.0,0,0,0.0,0.0
0,0.0,0,0,0.0,0.0
0,0.0,0,0,0.0,0.0
0,0.0,0,0,0.0,0.0
0,0.0,0,0,0.0,0.0
1570492800000000000,204.07999999999996,62,513,,
1570579200000000000,81.56,22,243,,
0,0.0,0,0,0.0,0.0
0,0.0,0,0,0.0,0.0
0,0.0,0,0,0.0,0.0
0,0.0,0,0,0.0,0.0
0,0.0,0,0,0.0,0.0
0,0.0,0,0,0.0,0.0
0,0.0,0,0,0.0,0.0
0,0.0,0,0,0.0,0.0
0,0.0,0,0,0.0,0.0
0,0.0,0,0,0.0,0.0
0,0.0,0,0,0.0,0.0
0,0.0,0,0,0.0,0.0
1571702400000000000,169.37999999999994,85,917,,
1571788800000000000,164.56000000000003,40,362,,
0,0.0,0,0,0.0,0.0
1571961600000000000,136.58000000000004,73,278,,
0,0.0,0,0,0.0,0.0
0,0.0,0,0,0.0,0.0
0,0.0,0,0,0.0,0.0
0,0.0,0,0,0.0,0.0
0,0.0,0,0,0.0,0.0
0,0.0,0,0,0.0,0.0
0,0.0,0,0,0.0,0.0
0,0.0,0,0,0.0,0.0
1572739200000000000,438.66999999999985,131,1404,,
0,0.0,0,0,0.0,0.0
0,0.0,0,0,0.0,0.0
0,0.0,0,0,0.0,0.0
0,0.0,0,0,0.0,0.0
1573171200000000000,103.61,13,64,,
0,0.0,0,0,0.0,0.0
0,0.0,0,0,0.0,0.0
0,0.0,0,0,0.0,0.0
0,0.0,0,0,0.0,0.0
0,0.0,0,0,0.0,0.0
0,0.0,0,0,0.0,0.0
1573776000000000000,78.29,44,448,,
0,0.0,0,0,0.0,0.0
0,0.0,0,0,0.0,0.0
0,0.0,0,0,0.0,0.0
0,0.0,0,0,0.0,0.0
1574208000000000000,99.67,23,150,,
0,0.0,0,0,0.0,0.0
0,0.0,0,0,0.0,0.0
0,0.0,0,0,0.0,0.0
0,0.0,0,0,0.0,0.0
0,0.0,0,0,0.0,0.0
1574726400000000000,82.71000000000001,15,125,,
