date,revenue,purchases,total_views,unique_streams,unique_invoices
1564617600000000000,96.25000000000001,21,131,,
0,0.0,0,0,0.0,0.0
0,0.0,0,0,0.0,0.0
0,0.0,0,0,0.0,0.0
0,0.0,0,0,0.0,0.0
0,0.0,0,0,0.0,0.0
0,0.0,0,0,0.0,0.0
1565222400000000000,60.76,30,299,,
1565308800000000000,27.219999999999988,12,127,,
0,0.0,0,0,0.0,0.0
0,0.0,0,0,0.0,0.0
0,0.0,0,0,0.0,0.0
0,0.0,0,0,0.0,0.0
0,0.0,0,0,0.0,0.0
0,0.0,0,0,0.0,0.0
1565913600000000000,155.37,44,365,,
0,0.0,0,0,0.0,0.0
0,0.0,0,0,0.0,0.0
0,0.0,0,0,0.0,0.0
0,0.0,0,0,0.0,0.0
0,0.0,0,0,0.0,0.0
1566432000000000000,195.38,39,210,,
0,0.0,0,0,0.0,0.0
0,0.0,0,0,0.0,0.0
0,0.0,0,0,0.0,0.0
0,0.0,0,0,0.0,0.0
0,0.0,0,0,0.0,0.0
1566950400000000000,27.51,12,118,,
0,0.0,0,0,0.0,0.0
1567123200000000000,53.50999999999999,18,203,,
0,0.0,0,0,0.0,0.0
0,0.0,0,0,0.0,0.0
0,0.0,0,0,0.0,0.0
0,0.0,0,0,0.0,0.0
0,0.0,0,0,0.0,0.0
0,0.0,0,0,0.0,0.0
1567728000000000000,167.87999999999997,45,372,,
0,0.0,0,0,0.0,0.0
0,0.0,0,0,0.0,0.0
0,0.0,0,0,0.0,0.0
0,0.0,0,0,0.0,0.0
0,0.0,0,0,0.0,0.0
0,0.0,0,0,0.0,0.0
0,0.0,0,0,0.0,0.0
0,0.0,0,0,0.0,0.0
0,0.0,0,0,0.0,0.0
1568592000000000000,50.76,20,196,,
0,0.0,0,0,0.0,0.0
1568764800000000000,127.90000000000003,32,261,,
1568851200000000000,102.31000000000002,30,246,,
0,0.0,0,0,0.0,0.0
0,0.0,0,0,0.0,0.0
0,0.0,0,0,0.0,0.0
0,0.0,0,0,0.0,0.0
0,0.0,0,0,0.0,0.0
1569369600000000000,181.44999999999996,40,243,,
0,0.0,0,0,0.0,0.0
0,0.0,0,0,0.0,0.0
0,0.0,0,0,0.0,0.0
0,0.0,0,0,0.0,0.0
0,0.0,0,0,0.0,0.0
1569888000000000000,69.01,17,118,,
0,0.0,0,0,0.0,0.0
0,0.0,0,0,0.0,0.0
0,0.0,0,0,0.0,0.0
0,0.0,0,0,0.0,0.0
0,0.0,0,0,0.0,0.0
1570406400000000000,47.72,17,147,,
1570492800000000000,43.69999999999999,15,159,,
0,0.0,0,0,0.0,0.0
1570665600000000000,114.06999999999994,51,557,,
1570752000000000000,82.21000000000001,23,172,,
0,0.0,0,0,0.0,0.0
0,0.0,0,0,0.0,0.0
1571011200000000000,73.69000000000001,22,190,,
0,0.0,0,0,0.0,0.0
0,0.0,0,0,0.0,0.0
0,0.0,0,0,0.0,0.0
1571356800000000000,59.25,13,121,,
0,0.0,0,0,0.0,0.0
0,0.0,0,0,0.0,0.0
1571616000000000000,15.85,3,1,,
0,0.0,0,0,0.0,0.0
1571788800000000000,220.36,33,209,,
0,0.0,0,0,0.0,0.0
1571961600000000000,136.44000000000003,27,147,,
0,0.0,0,0,0.0,0.0
1572134400000000000,43.33000000000001,22,259,,
1572220800000000000,164.2,24,124,,
0,0.0,0,0,0.0,0.0
0,0.0,0,0,0.0,0.0
0,0.0,0,0,0.0,0.0
1572566400000000000,240.12999999999985,72,600,,
0,0.0,0,0,0.0,0.0
0,0.0,0,0,0.0,0.0
1572825600000000000,80.12,24,202,,
1572912000000000000,106.48,28,212,,
0,0.0,0,0,0.0,0.0
1573084800000000000,19.95,1,1,,
0,0.0,0,0,0.0,0.0
0,0.0,0,0,0.0,0.0
0,0.0,0,0,0.0,0.0
0,0.0,0,0,0.0,0.0
0,0.0,0,0,0.0,0.0
0,0.0,0,0,0.0,0.0
1573689600000000000,250.0,62,520,,
1573776000000000000,87.74000000000001,17,171,,
0,0.0,0,0,0.0,0.0
1573948800000000000,59.88000000000001,15,110,,
0,0.0,0,0,0.0,0.0
1574121600000000000,55.400000000000006,21,185,,
0,0.0,0,0,0.0,0.0
1574294400000000000,2.55,1,0,,
0,0.0,0,0,0.0,0.0
0,0.0,0,0,0.0,0.0
0,0.0,0,0,0.0,0.0
1574640000000000000,21.95,3,6,,
1574726400000000000,61.9,5,21,,
0,0.0,0,0,0.0,0.0
0,0.0,0,0,0.0,0.0
1574985600000000000,42.56000000000002,31,274,,
0,0.0,0,0,0.0,0.0
0,0.0,0,0,0.0,0.0
0,0.0,0,0,0.0,0.0
1575331200000000000,199.26000000000005,50,360,,
0,0.0,0,0,0.0,0.0
0,0.0,0,0,0.0,0.0
1575590400000000000,32.22,17,192,,
